사업장명,업종분류,서비스명,서비스아이디(ID),인허가일자,영업상태,소재지전화,구우편번호,주소,도로명우편번호,도로명주소,경도,위도,대표메뉴,영업시간
생활관카페,카페,휴게음식점,07_24_05_P,2013-04-18,Y,053-950-5296,702-701,대구광역시 북구 산격동 1370-1 경북대학교기숙사진리관 E동 ,41566,"대구광역시 북구 대학로 80, E동 (산격동, 경북대학교기숙사진리관)",128.6104653,35.89158379,,
포인포까페,카페,휴게음식점,07_24_05_P,2013-05-01,Y,053-662-9361,702-845,대구광역시 북구 산격동 1668 ,41518,대구광역시 북구 유통단지로14길 22 (산격동),128.6103841,35.90528982,,
카페블루,카페,휴게음식점,07_24_05_P,2013-05-03,N,053-324-6888,702-808,대구광역시 북구 구암동 650-1번지 ,41463,대구광역시 북구 구암로 150 (구암동),128.5570775,35.93146558,,
아이숲침산점,카페,휴게음식점,07_24_05_P,2013-05-08,N,053-357-0008,702-857,대구광역시 북구 침산동 260-8번지 엠비프라자4층 ,41592,"대구광역시 북구 침산남로 140, 4층 (침산동, 엠비프라자)",128.5909322,35.88808066,,
커피콩블랙빈,카페,휴게음식점,07_24_05_P,2013-05-09,Y,053-357-2277,702-853,대구광역시 북구 칠성동2가 348-14번지 ,41586,대구광역시 북구 칠성로 43 (칠성동2가),128.5941227,35.87982319,아메리카노,
카페10cm,카페,휴게음식점,07_24_05_P,2013-06-13,Y,,702-807,"대구광역시 북구 구암동 765-5번지 107호, 108호 ",41424,"대구광역시 북구 학정로 430, 107,108호 (구암동)",128.5640332,35.94297855,,
드롭탑동서변점,카페,휴게음식점,07_24_05_P,2013-06-27,Y,053-952-1008,702-894,대구광역시 북구 서변동 1783-3번지 ,41475,대구광역시 북구 호국로 229 (서변동),128.5990229,35.9223543,아메리카노,매일 11:00 - 22:00
워킹커피,카페,휴게음식점,07_24_05_P,2013-07-16,Y,053-355-1233,702-040,대구광역시 북구 대현동 257-1 ,41567,대구광역시 북구 대현로9길 51 (대현동),128.6035918,35.88824533,"커피, 디저트",
커피나무앤쮸,카페,휴게음식점,07_24_05_P,2013-07-17,Y,0507-1331-4146,702-803,대구광역시 북구 관음동 1338-3번지 ,41444,대구광역시 북구 칠곡중앙대로99길 45-9 (관음동),128.5454567,35.94092564,아메리카노,
더치이야기,카페,휴게음식점,07_24_05_P,2013-07-26,Y,,702-892,대구광역시 북구 서변동 899-1번지 ,41477,대구광역시 북구 호국로51길 35 (서변동),128.5950034,35.92423942,,
커피산책,카페,휴게음식점,07_24_05_P,2013-07-30,Y,070-8846-4684,702-802,대구광역시 북구 관음동 1319-9번지 ,41445,대구광역시 북구 관음중앙로 59 (관음동),128.5442,35.93924245,아메리카노,매일 09:00 - 23:30/일요일 15:30 - 22:00 
엔제리너스칠곡구암역점,카페,휴게음식점,07_24_05_P,2013-08-02,Y,053-313-5556,702-866,대구광역시 북구 태전동 1075-4번지 ,41466,대구광역시 북구 태암남로 26 (태전동),128.5501933,35.92508586,아메리카노,매일 00:00 - 24:00
희루(HeeRoo),카페,휴게음식점,07_24_05_P,2011-06-10,Y,,702-832,대구광역시 북구 복현동 691-1번지 ,41565,대구광역시 북구 경대로 93 (복현동),128.6169407,35.88893979,아메리카노,
메가휴게실,카페,휴게음식점,07_24_05_P,2011-06-13,Y,070-7603-6076,702-886,대구광역시 북구 동천동 905-2번지 (3층) ,41423,"대구광역시 북구 팔거천동로 210 (동천동,(3층))",128.5584691,35.94269157,,00:00-24:00
비에이치(BH),카페,휴게음식점,07_24_05_P,2013-08-23,Y,053-320-4500,702-260,대구광역시 북구 태전동 산 6-1번지 외49필지대구보건대학연마동(43동) ,41453,"대구광역시 북구 태전로 92 (태전동, 대구보건대학연마동(43동))",128.5431032,35.92821497,아메리카노,
스타벅스커피대구칠곡점,카페,휴게음식점,07_24_05_P,2013-08-27,Y,053-326-8649,702-807,대구광역시 북구 구암동 769-1번지 태을빌딩 1층 ,41424,"대구광역시 북구 학정로 422 (구암동, 태을빌딩 1층)",128.5638801,35.9421771,"커피, 음료",07:00-22:00
앤티앤스프레즐,카페,휴게음식점,07_24_05_P,2013-09-04,Y,053-324-0600,702-807,대구광역시 북구 구암동 769-1 1층 ,41424,"대구광역시 북구 학정로 422, 1층 (구암동)",128.5638801,35.9421771,프레즐,
까페5도씨,카페,휴게음식점,07_24_05_P,2015-07-16,Y,,702-803,대구광역시 북구 관음동 1378-7번지 ,41447,"대구광역시 북구 칠곡중앙대로 419, 1층 (관음동)",128.548113,35.93325496,아메리카노,매일 09:00 - 22:00
커피소소,카페,휴게음식점,07_24_05_P,2015-07-17,Y,,702-807,대구광역시 북구 구암동 673-5번지 ,41465,"대구광역시 북구 태암남로11길 8, 1층 (구암동)",128.5539682,35.92567857,아메리카노,
투썸플레이스대구금호점,카페,휴게음식점,07_24_05_P,2015-07-22,Y,053-721-8844,702-310,대구광역시 북구 사수동 953번지 ,41598,"대구광역시 북구 한강로4길 9, 1,2층 104,105,202호 (사수동)",128.5145651,35.89603955,아메리카노,매일 10:00 - 23:00
킨온커피(keen on coffee),카페,휴게음식점,07_24_05_P,2015-07-23,Y,,702-868,대구광역시 북구 태전동 961-14번지 ,41451,"대구광역시 북구 칠곡중앙대로 379-1, 1,2층 (태전동)",128.5476038,35.92962399,진저라떼,매일 11:00 - 19:00/일요일 휴무
힐링커피,카페,휴게음식점,07_24_05_P,2015-08-03,Y,,702-912,대구광역시 북구 학정동 935-6번지 ,41416,"대구광역시 북구 학남로3길 30, 1층 (학정동)",128.567666,35.951064,"커피, 음료",
커피파리스,카페,휴게음식점,07_24_05_P,2015-08-03,Y,053-941-1700,702-040,대구광역시 북구 대현동 500-22번지 ,41574,"대구광역시 북구 대현남로 4, 1층 (대현동)",128.6040938,35.88012206,아메리카노,
펀보드카페,카페,휴게음식점,07_24_05_P,2015-08-12,Y,053-939-1095,702-040,대구광역시 북구 대현동 112-69번지 ,41569,"대구광역시 북구 경대로5길 34, 3층 (대현동)",128.6100648,35.88479702,음료,12:00-24:00
대구칠곡타운점빽다방,카페,휴게음식점,07_24_05_P,2015-08-24,Y,053-312-8744,702-885,대구광역시 북구 동천동 896-2번지 ,41423,"대구광역시 북구 학정로 439, 108호 (동천동, 칠곡메가타운)",128.5633037,35.94383351,"커피, 음료",10:00-21:00
그라찌에칠곡경북대학교병원점,카페,휴게음식점,07_24_05_P,2015-08-24,Y,,702-911,대구광역시 북구 학정동 474번지 ,41404,"대구광역시 북구 호국로 807, 1층 (학정동, 본관 로비)",128.5641509,35.95621084,,
스타벅스대구칠곡대로DT점,카페,휴게음식점,07_24_05_P,2016-04-26,Y,1522-3232,702-866,대구광역시 북구 태전동 1049-2번지 ,41461,"대구광역시 북구 칠곡중앙대로 348-1, A동 1.2층 (태전동)",128.5478845,35.92685125,아메리카노,매일 07:00 - 23:00
레드테이크아웃커피,카페,휴게음식점,07_24_05_P,2016-04-27,Y,053-384-6764,702-827,대구광역시 북구 복현동 73 ,41524,"대구광역시 북구 복현로 127, 1층 (복현동)",128.6180916,35.90092445,,
스타벅스커피대구동천점,카페,휴게음식점,07_24_05_P,2015-01-19,Y,053-326-8867,702-886,대구광역시 북구 동천동 908-2번지 ,41423,대구광역시 북구 동천로 123 (동천동),128.56043,35.94253479,"커피, 음료",09:00-21:00
커피나무앤쮸,카페,휴게음식점,07_24_05_P,2015-01-20,Y,053-320-2143,702-849,대구광역시 북구 읍내동 1341-5번지 ,41438,"대구광역시 북구 칠곡중앙대로 440, 2층 (읍내동, 칠곡가톨릭병원내)",128.5493105,35.93490058,,
갤러리커피,카페,휴게음식점,07_24_05_P,2013-10-15,Y,053-325-2003,702-807,대구광역시 북구 구암동 800-18번지 (1층) ,41432,"대구광역시 북구 구암로 207, 1층 (구암동)",128.5635761,35.93182626,"커피, 음료, 디저트류",
롯데푸드(주)롯데백화점대구점커피,카페,휴게음식점,07_24_05_P,2009-05-28,Y,,702-746,대구광역시 북구 칠성동2가 302-155 롯데백화점 ,41581,"대구광역시 북구 태평로 161, 지하2층 (칠성동2가, 롯데백화점대구점(매장이동))",128.5955651,35.87605699,,
커피숲,카페,휴게음식점,07_24_05_P,2011-08-11,Y,053-320-2146,702-849,대구광역시 북구 읍내동 1140번지 ,41438,대구광역시 북구 구암로15길 28 (읍내동),128.5507031,35.93486467,,
가까운숲,카페,휴게음식점,07_24_05_P,2010-03-15,Y,053-955-3244,702-894,대구광역시 북구 서변동 1736-6번지 1층 ,41474,"대구광역시 북구 호국로51길 30 (서변동,1층)",128.5958564,35.92454943,아메리카노,매일 11:50 - 22:00 토요일 휴무
아르떼커피,카페,휴게음식점,07_24_05_P,2010-03-26,Y,0507-1468-0067,702-849,대구광역시 북구 읍내동 1343-3번지 ,41438,대구광역시 북구 칠곡중앙대로 426 (읍내동),128.5489174,35.93366154,아메리카노,매일 09:00 - 21:00
투데이로스팅커피(동천점),카페,휴게음식점,07_24_05_P,2015-04-30,Y,070-4190-5955,702-886,대구광역시 북구 동천동 969-3 ,41422,"대구광역시 북구 동천로23길 62, 2층 1호 (동천동)",128.5549073,35.94382328,블루베리요거트,평일 11:00 - 23:00 매주 일요일 휴무
이프로더치커피,카페,휴게음식점,07_24_05_P,2015-05-06,Y,,702-877,대구광역시 북구 국우동 1107-9번지 ,41418,대구광역시 북구 구리로36길 4 (국우동),128.5741888,35.94732072,"카페, 디저트",10:00-19:00
커피타는남자,카페,휴게음식점,07_24_05_P,2015-05-07,Y,053-421-5512,702-851,대구광역시 북구 칠성동2가 138-8번지 ,41586,대구광역시 북구 칠성로 25-22 (칠성동2가),128.592599,35.88046753,아메리카노,매일 09:00 - 22:00
커피이야기,카페,휴게음식점,07_24_05_P,2015-05-18,Y,,702-851,대구광역시 북구 칠성동2가 132-2번지 3필지 ,41586,"대구광역시 북구 호암로 28-19, 1층 (칠성동2가)",128.5931732,35.88096838,아메리카노,
빽다방대구칠곡점,카페,휴게음식점,07_24_05_P,2015-05-27,Y,053-325-3739,702-847,대구광역시 북구 읍내동 397-7 ,41401,대구광역시 북구 칠곡중앙대로 638 (읍내동),128.5540041,35.95219898,아메리카노,매일 09:00 - 21:00
봄봄대현점,카페,휴게음식점,07_24_05_P,2015-06-15,Y,053-939-9397,702-040,대구광역시 북구 대현동 277-27번지 ,41570,"대구광역시 북구 신암로 103, 1층 (대현동)",128.610666,35.88007122,커피,평일 10:00 - 22:00/주말 10:00 - 22:00 
주비;두루향기롭다,카페,휴게음식점,07_24_05_P,2015-06-16,Y,053-954-0566,702-842,대구광역시 북구 산격동 1326-11번지 ,41544,대구광역시 북구 대학로15길 17-1 (산격동),128.6081087,35.89373197,커피,매일 12:00 - 22:00
컴포즈커피경북대점,카페,휴게음식점,07_24_05_P,2015-06-16,Y,,702-842,대구광역시 북구 산격동 1309-5번지 ,41544,"대구광역시 북구 대학로23길 16, 1층 (산격동)",128.6100591,35.89439836,"커피, 음료",10:00-21:30
다빈치커피,카페,휴게음식점,07_24_05_P,2015-06-17,Y,053-326-5050,702-885,대구광역시 북구 동천동 876번지 ,41431,"대구광역시 북구 동천로 5-3, 1,2층 (동천동)",128.5578377,35.93216275,"커피, 음료, 디저트류",11:00-24:00
카페씨탐,카페,휴게음식점,07_24_05_P,2011-05-13,Y,,702-851,대구광역시 북구 칠성동2가 346-5번지 ,41586,대구광역시 북구 칠성로 47 (칠성동2가),128.5947139,35.87971053,그릭요거트,평일 09:00 - 22:00/토요일 09:00 - 20:00/일요일 휴무
캔버스 영진전문대점,카페,휴게음식점,07_24_05_P,2011-11-02,Y,,702-828,대구광역시 북구 복현동 336-1 ,41529,대구광역시 북구 복현로 33-1 (복현동),128.6239792,35.89495253,,
마시그래이칠곡3지구점,카페,휴게음식점,07_24_05_P,2012-02-20,Y,053-323-8787,702-886,대구광역시 북구 동천동 909-4 ,41423,대구광역시 북구 동천로24길 3 (동천동),128.5609059,35.94211435,"커피, 음료",
힉스,카페,휴게음식점,07_24_05_P,2010-03-29,Y,0507-1483-0117,702-808,대구광역시 북구 구암동 654-1번지 ,41463,대구광역시 북구 팔거천동로 80-1 (구암동),128.5553029,35.93140668,녹차라떼,"매일 11:00 - 22:00 매월 1,3번째 일요일 휴무"
커피숍바이송,카페,휴게음식점,07_24_05_P,2009-10-26,Y,053-314-8873,702-868,대구광역시 북구 태전동 964-6번지 ,41452,대구광역시 북구 영송로 24-1 (태전동),128.5445728,35.9275394,,
예쁜도로시,카페,휴게음식점,07_24_05_P,2009-11-09,Y,,702-886,대구광역시 북구 동천동 942-10 1층 ,41430,"대구광역시 북구 동천로 35 (동천동,1층)",128.558528,35.93518739,커피,
엔제리너스커피,카페,휴게음식점,07_24_05_P,2009-11-19,Y,053-354-7004,702-851,"대구광역시 북구 칠성동2가 2-13번지 외2필지 111,112호 ",41593,"대구광역시 북구 옥산로17길 14, 111,112호 (칠성동2가, 리치프라자)",128.5861693,35.88549241,아메리카노,평일 10:00 - 00:00/주말 11:00 - 00:00 
커피주,카페,휴게음식점,07_24_05_P,2012-06-07,Y,,702-803,대구광역시 북구 관음동 1383-15번지 ,41443,"대구광역시 북구 칠곡중앙대로 481, 1층 (관음동)",128.549206,35.93866446,,
드롭탑대구병원점,카페,휴게음식점,07_24_05_P,2012-06-13,Y,053-715-7749,702-911,대구광역시 북구 학정동 533번지 ,41405,"대구광역시 북구 학정로 515, 1층 (학정동)",128.5640852,35.95078659,,
카페파스쿠찌대구칠곡3지구점,카페,휴게음식점,07_24_05_P,2012-09-21,Y,053-313-5757,702-886,대구광역시 북구 동천동 904-1번지 (1층) ,41423,"대구광역시 북구 동천로 125-16, 1층 (동천동)",128.5590912,35.94329887,"커피, 음료",00:00-24:00
해비치,카페,휴게음식점,07_24_05_P,2012-08-08,Y,053-939-1096,702-040,대구광역시 북구 대현동 24-31번지 ,41569,대구광역시 북구 경대로7길 2 (대현동),128.6136484,35.88477946,커피,
엔젤리너스커피,카페,휴게음식점,07_24_05_P,2012-08-16,Y,053-356-3335,702-050,대구광역시 북구 침산동 295-18번지 ,41560,대구광역시 북구 침산로 162 (침산동),128.5906529,35.89063892,"커피, 케이크",09:00-01:00
루트커피,카페,휴게음식점,07_24_05_P,2012-08-23,Y,053-955-5999,702-842,"대구광역시 북구 산격동 1321-17 (2,3층) ",41544,"대구광역시 북구 대학로 107, 2,3층 (산격동)",128.6110224,35.89436174,커피,매일 10:00 - 24:00
까페빈,카페,휴게음식점,07_24_05_P,2010-07-27,Y,053-356-3221,702-856,대구광역시 북구 침산동 146번지 대명빌딩 B동 ,41584,"대구광역시 북구 침산남로 180-4 (침산동,대명빌딩 B동)",128.5947946,35.88706368,"커피, 음료",
폴인커피,카페,휴게음식점,07_24_05_P,2010-08-11,Y,,702-807,대구광역시 북구 구암동 775-8번지 1층 ,41424,"대구광역시 북구 동암로38길 5 (구암동,1층)",128.5706882,35.94263851,"커피, 음료",
정다방,카페,휴게음식점,07_24_05_P,2013-10-25,Y,,702-862,대구광역시 북구 침산동 1027-1번지 지하1층 ,41545,"대구광역시 북구 노원로 220, 지하1층 (침산동)",128.5839691,35.90028594,,
이디아커피경북대점,카페,휴게음식점,07_24_05_P,2013-10-31,Y,053-944-2229,702-842,대구광역시 북구 산격동 1393-3번지 (1층) ,41544,"대구광역시 북구 대학로17길 7, 1층 (산격동)",128.6087398,35.89292971,"커피, 음료",09:30-23:30
시에로,카페,휴게음식점,07_24_05_P,2013-11-13,Y,053-313-3544,702-270,"대구광역시 북구 매천동 719번지 1층, 101호 ",41487,"대구광역시 북구 매전로4길 10-97 (매천동, 1층, 101호)",128.5425684,35.9077438,,평일 10:00 - 24:00/주말 10:00 - 23:30
봄봄,카페,휴게음식점,07_24_05_P,2015-08-26,Y,053-341-5184,702-857,대구광역시 북구 침산동 269-10번지 ,41559,"대구광역시 북구 침산로 153, 105동 C6호 (침산동, 명성푸르지오)",128.5901796,35.88944568,커피,09:00-22:00
수야모,카페,휴게음식점,07_24_05_P,2015-08-31,Y,053-939-2477,702-832,대구광역시 북구 복현동 459-6번지 ,41564,"대구광역시 북구 동북로 268, 1층 (복현동)",128.6194536,35.89367141,카페,매일 10:30 - 22:30
할리스커피관음점,카페,휴게음식점,07_24_05_P,2014-03-13,Y,053-324-6122,702-803,"대구광역시 북구 관음동 1372-2번지 115,201호 ",41447,"대구광역시 북구 구암로 59, 1,2층 115,201호 (관음동)",128.5465069,35.93501487,바닐라 딜라이트,평일 08:00 - 22:00/주말 08:00 - 22:00
설빙침산점,카페,휴게음식점,07_24_05_P,2014-03-13,Y,053-431-3333,702-851,대구광역시 북구 칠성동2가 2-13번지 리치프라자 101호,41593,"대구광역시 북구 옥산로17길 14, 101호 (칠성동2가, 리치프라자)",128.5860815,35.88574852,리얼통통메론설빙,매일 11:00 - 23:00
고메커피,카페,휴게음식점,07_24_05_P,2013-12-23,Y,053-326-1780,702-912,대구광역시 북구 학정동 968-6번지 1층 ,41416,"대구광역시 북구 학남로 19, 1층 (학정동)",128.5670318,35.94862236,"커피, 음료",
커피유칠곡점,카페,휴게음식점,07_24_05_P,2009-06-18,Y,,702-866,대구광역시 북구 태전동 1109번지 105호 ,41471,"대구광역시 북구 학정로 42 (태전동,105호)",128.547442,35.91323231,아메리카노,
블렌즈,카페,휴게음식점,07_24_05_P,2010-02-19,Y,070-4110-4888,702-842,대구광역시 북구 산격동 1370-1번지 ,41566,"대구광역시 북구 대학로 80 (산격동, 경북대BTL생활관)",128.6104653,35.89158379,"커피, 디저트",
어쓰커피,카페,휴게음식점,07_24_05_P,2010-02-22,Y,0507-1377-0925,702-842,대구광역시 북구 산격동 1304-15번지 ,41536,대구광역시 북구 대학로23길 6 (산격동),128.6113568,35.89490965,카페,영업시간/평일 12:00 - 22:00/주말 13:00 - 20:00
