,Unnamed: 0,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
539,539,상인2동 레프트뱅크 상인네거리점,레프트뱅크상인네거리점,초기값,65,36,대구 달서구 월배로40길 23 1층 카페,08:00 - 03:00,070-8911-4023,NO INFO,"""NO INFO""",공사중,"{'커피가 맛있어요': '14', '음료가 맛있어요': '12', '가성비가 좋아요': '12', '디저트가 맛있어요': '8', '친절해요': '8', '인테리어가 멋져요': '5', '매장이 청결해요': '4', '사진이 잘 나와요': '3', '대화하기 좋아요': '3', '좌석이 편해요': '2', '주차하기 편해요': '1', '특별한 메뉴가 있어요': '1', '집중하기 좋아요': '1'}"
540,540,상인2동 리틀멜번,리틀멜번,4.97,107,81,대구 달서구 월배로40길 50 1층 101호,NO INFO,0507-1401-2869,https://smartstore.naver.com/,"""대구 상인동 호주식카페
[상인동 작은 호주] 리틀멜번의 사장님은 호주 & 뉴질랜드에서 오랫동안 호텔과 카페에서 바리스타로 살다온 사장님이 오픈한 카페예요.

따끈따끈 샌드위치 브런치와 호주에서 맛볼 수 있는 음료와 디저트들로 구성되어있는 작은 리틀멜번에서는??
호주와 뉴질랜드 여행.유학.워홀을 다녀오신분들께 추억의 장소이며, 외국생활의 궁금함이 많은 분들께는 외국생활의 찐후기를 들을 수있는 아주 아늑한 공간이랍니다^_^

바리스타 클래스. 워킹홀리데이클래스도 함께 진행중이니 궁금한분들은 언제든 연락주세요!!""",공사중,"{'친절해요': '62', '특별한 메뉴가 있어요': '48', '디저트가 맛있어요': '47', '커피가 맛있어요': '45', '음료가 맛있어요': '38', '인테리어가 멋져요': '28', '매장이 청결해요': '22', '가성비가 좋아요': '19', '음식이 맛있어요': '17', '재료가 신선해요': '8', '대화하기 좋아요': '8', '좌석이 편해요': '5', '사진이 잘 나와요': '4', '혼밥하기 좋아요': '3', '화장실이 깨끗해요': '2', '집중하기 좋아요': '1'}"
541,541,상인2동 어뉴,카페어뉴,초기값,47,50,대구 달서구 월배로40길 76,09:30 - 21:00,0507-1379-8052,https://www.instagram.com/cafe_anew/,"""조용한 분위기와 직접 만든 맛있는 디저트를 판매하는 디저트 카페입니다
주문은 카카오톡 채널로 해주세요~^^
https://pf.kakao.com/_eCxaCb""",공사중,"{'디저트가 맛있어요': '33', '음료가 맛있어요': '24', '친절해요': '23', '커피가 맛있어요': '17', '매장이 청결해요': '16', '특별한 메뉴가 있어요': '11', '인테리어가 멋져요': '10', '가성비가 좋아요': '9', '화장실이 깨끗해요': '7', '대화하기 좋아요': '5', '사진이 잘 나와요': '3', '좌석이 편해요': '2', '집중하기 좋아요': '2'}"
542,542,상인3동 시기,시기,4.75,59,60,대구 달서구 월배로42길 65 시기,13:00 - 02:00,0507-1493-8024,NO INFO,"""NO INFO""",공사중,"{'인테리어가 멋져요': '17', '커피가 맛있어요': '13', '친절해요': '12', '대화하기 좋아요': '11', '음료가 맛있어요': '8', '사진이 잘 나와요': '8', '디저트가 맛있어요': '7', '특별한 메뉴가 있어요': '5', '가성비가 좋아요': '3', '좌석이 편해요': '1', '아늑해요': '1', '매장이 청결해요': '1', '화장실이 깨끗해요': '1'}"
543,543,상인2동 카페19일,19일,초기값,105,87,대구 달서구 월배로46길 70 1층,14:00 - 22:30,0507-1316-6067,https://www.instagram.com/cafe___19th,"""- 죄송합니다, 주차장이 따로 마련되어있지 않습니다
매장 입구는 고객님들의 통로입니다. 고객님들 불편이 있어 주차 불가합니다.

- 구움과자와 커피, 보늬밤, 과일 디저트들을 함께 즐기실 수 있는, 상인동 카페 <19일> 입니다 : )""",공사중,"{'디저트가 맛있어요': '52', '친절해요': '50', '커피가 맛있어요': '39', '인테리어가 멋져요': '33', '음료가 맛있어요': '31', '대화하기 좋아요': '24', '매장이 청결해요': '20', '특별한 메뉴가 있어요': '14', '사진이 잘 나와요': '13', '좌석이 편해요': '10', '화장실이 깨끗해요': '7', '가성비가 좋아요': '6', '뷰가 좋아요': '6'}"
544,544,유천동 몬스터커피 유천점,몬스터커피 유천점,초기값,229,5,대구 달서구 월배로5길 76 232동 101호,08:00 - 21:30,0507-1317-8436,NO INFO,"""몬스터커피 유천점 입니다^^ 영업시간 : 오전 8:00~ 오후9:30""",공사중,"{'커피가 맛있어요': '131', '친절해요': '81', '음료가 맛있어요': '62', '가성비가 좋아요': '60', '매장이 청결해요': '35', '디저트가 맛있어요': '25', '특별한 메뉴가 있어요': '18', '대화하기 좋아요': '13', '집중하기 좋아요': '7', '좌석이 편해요': '6', '주차하기 편해요': '5', '뷰가 좋아요': '4', '인테리어가 멋져요': '2', '사진이 잘 나와요': '2'}"
545,545,송현1동 리뎀,리뎀,초기값,123,24,대구 달서구 월배로64길 12 1층,NO INFO,053-281-4931,https://www.instagram.com/https://instagram.com/lidem_bar?igshid=ZDdkNTZiNTM=,"""대구 달서구 송현동 월촌역 근처에 위치한
분위기 좋은 바&카페
카페 단독 공간대여및 대관가능합니다
예약및 단체예약 환영합니다
예약시 오픈시간 조절가능합니다
전화 문의주세요 053-281-4931""",공사중,"{'친절해요': '24', '매장이 청결해요': '18', '인테리어가 멋져요': '16', '대화하기 좋아요': '13', '커피가 맛있어요': '11', '화장실이 깨끗해요': '10', '혼술하기 좋아요': '7', '음료가 맛있어요': '7', '술이 다양해요': '6', '디저트가 맛있어요': '6', '음식이 맛있어요': '4', '음악이 좋아요': '4', '주차하기 편해요': '4', '좌석이 편해요': '3', '사진이 잘 나와요': '3', '가성비가 좋아요': '3', '특별한 메뉴가 있어요': '2', '오래 머무르기 좋아요': '2', '단체모임 하기 좋아요': '2', '기본 안주가 좋아요': '1', '집중하기 좋아요': '1'}"
546,546,송현1동 버터문,버터문,초기값,108,16,대구 달서구 월배로68길 29 1층,"10:00 - 21:00
20:30 라스트오더",0507-1364-2416,https://www.instagram.com/buttermoon_cafe,"""버터문스콘은 프랑스산 발효버터와 국산 유크림 100% 생크림을 사용하여 제품을 판매합니다. 제 품이 구워져 나왔을 때 풍기는 강한 버터 ...""",공사중,"{'디저트가 맛있어요': '71', '친절해요': '61', '인테리어가 멋져요': '57', '커피가 맛있어요': '43', '매장이 청결해요': '38', '음료가 맛있어요': '24', '사진이 잘 나와요': '20', '주차하기 편해요': '17', '특별한 메뉴가 있어요': '16', '화장실이 깨끗해요': '14', '대화하기 좋아요': '13', '집중하기 좋아요': '10', '가성비가 좋아요': '9', '좌석이 편해요': '8'}"
547,547,송현2동 킹밥,킹밥,4.64,64,초기값,대구 달서구 월배로73길 43,09:00 - 19:00,053-216-2727,NO INFO,"""NO INFO""",공사중,"{'가성비가 좋아요': '28', '음식이 맛있어요': '25', '친절해요': '15', '재료가 신선해요': '12', '매장이 청결해요': '9', '혼밥하기 좋아요': '7', '양이 많아요': '2', '인테리어가 멋져요': '1'}"
548,548,송현1동 문스,문스카페,4.82,58,초기값,대구 달서구 월배로80길 50 1층,NO INFO,0507-1384-4370,NO INFO,"""NO INFO""",공사중,"{'친절해요': '17', '디저트가 맛있어요': '16', '매장이 청결해요': '16', '커피가 맛있어요': '14', '대화하기 좋아요': '13', '음료가 맛있어요': '12', '가성비가 좋아요': '10', '좌석이 편해요': '9', '인테리어가 멋져요': '7', '특별한 메뉴가 있어요': '7', '집중하기 좋아요': '5', '화장실이 깨끗해요': '4', '사진이 잘 나와요': '3', '뷰가 좋아요': '1'}"
549,549,송현1동 송현다방,송현다방,초기값,131,30,대구 달서구 월배로83길 10 1층,NO INFO,010-5792-7331,NO INFO,"""NO INFO""",공사중,"{'커피가 맛있어요': '40', '음료가 맛있어요': '18', '인테리어가 멋져요': '14', '디저트가 맛있어요': '11', '친절해요': '11', '특별한 메뉴가 있어요': '9', '가성비가 좋아요': '6', '매장이 청결해요': '5', '사진이 잘 나와요': '4', '대화하기 좋아요': '3', '화장실이 깨끗해요': '1'}"
550,550,상인1동 플랜 상인점,플랜 상인점,초기값,78,22,대구 달서구 월서로 20 인덕빌딩 A동 1층,"08:00 - 22:00
21:45 라스트오더",053-637-0212,NO INFO,"""반갑습니다 플랜 상인점입니다
가성비 좋은 테이크아웃 전문 카페
플랜(PLAN)
24oz인 기본 R사이즈부터 32oz L사이즈까지!

플랜에서는 SCA 커피로스터와 SCENTONE 커피 조향사가
직접 로스팅한 원두를 사용하여 향이 풍부하고 산미가 적은
깔끔한 커피를 만나보실 수 있습니다

디카페인을 원하는 분을 위한 더치 메뉴도 준비되어있으며
커피가 들어가지 않은 다양한 라떼와 플랜의 프라푸치노는 도장깨기 필수에 음료뿐만이 아니라 꾸덕꾸덕 치즈케이크와 바삭한 크로플에 달달한 허니브레드까지?
맛있는 음료와 디저트로 행복한 티타임을 책임지는 플랜
플랜의 다양한 메뉴들로 그 날의 기분을 꾸며보세요

매장에서도 배달로도 어디서나 즐기실 수 있으니
커피 생각나실 땐 플랜 상인점 검색 해주세요!""",공사중,"{'커피가 맛있어요': '49', '음료가 맛있어요': '26', '친절해요': '20', '디저트가 맛있어요': '15', '가성비가 좋아요': '15', '매장이 청결해요': '14', '특별한 메뉴가 있어요': '5', '인테리어가 멋져요': '4', '대화하기 좋아요': '4', '집중하기 좋아요': '3', '좌석이 편해요': '2'}"
551,551,상인1동 청솔로9 상인점,청솔로9 상인점,초기값,128,7,대구 달서구 월서로 30,NO INFO,053-214-0512,NO INFO,"""NO INFO""",공사중,"{'커피가 맛있어요': '58', '친절해요': '50', '음료가 맛있어요': '43', '가성비가 좋아요': '31', '디저트가 맛있어요': '27', '매장이 청결해요': '18', '특별한 메뉴가 있어요': '13', '인테리어가 멋져요': '5', '대화하기 좋아요': '4', '주차하기 편해요': '2', '화장실이 깨끗해요': '2', '좌석이 편해요': '1', '사진이 잘 나와요': '1'}"
552,552,월성1동 매머드익스프레스 대구신월성점,매머드익스프레스 대구신월성점,초기값,284,5,대구 달서구 월성로 100 상가501동 111호,08:00 - 22:00,0507-1485-5354,NO INFO,"""NO INFO""",공사중,"{'커피가 맛있어요': '127', '가성비가 좋아요': '104', '음료가 맛있어요': '71', '친절해요': '70', '매장이 청결해요': '39', '디저트가 맛있어요': '23', '인테리어가 멋져요': '9', '특별한 메뉴가 있어요': '8', '대화하기 좋아요': '8', '좌석이 편해요': '2', '화장실이 깨끗해요': '2', '주차하기 편해요': '1'}"
553,553,월성1동 카페봄봄 월성삼정점,카페봄봄 월성삼정점,초기값,68,2,대구 달서구 월성로 100 월성 삼정그린코아 에듀파크 502동 1층 217호,08:00 - 22:00,070-8836-8282,http://www.cafebombom.co.kr/,"""Cafe 봄봄은 모든 연령대가 즐길 수 있는 매장입니다.
Cafe 봄봄에서 따스하고 산뜻한 봄을 한 잔 마시고, 잠시 여유를 가져 보길 바라는 마음입니다.""",공사중,"{'음료가 맛있어요': '27', '가성비가 좋아요': '25', '친절해요': '24', '커피가 맛있어요': '22', '매장이 청결해요': '14', '디저트가 맛있어요': '4', '특별한 메뉴가 있어요': '4', '인테리어가 멋져요': '2', '대화하기 좋아요': '2', '주차하기 편해요': '1', '사진이 잘 나와요': '1'}"
554,554,월성2동 핸썸커피 신월성점,핸썸커피 신월성점,초기값,111,6,대구 달서구 월성로 100 월성삼정그린코아에듀파크 501동 1층 115호,08:30 - 21:00,053-636-2259,NO INFO,"""NO INFO""",공사중,"{'커피가 맛있어요': '84', '디저트가 맛있어요': '47', '친절해요': '42', '가성비가 좋아요': '34', '음료가 맛있어요': '30', '특별한 메뉴가 있어요': '16', '매장이 청결해요': '16', '대화하기 좋아요': '6', '사진이 잘 나와요': '4', '좌석이 편해요': '3', '인테리어가 멋져요': '3', '빵이 맛있어요': '1', '주차하기 편해요': '1', '집중하기 좋아요': '1'}"
555,555,월성1동 베스트프레즐 대구월성점,베스트프레즐 대구월성점,초기값,114,17,대구 달서구 월성로 100 월성삼정그린코아에듀파크상가501동 1층 119호,08:00 - 23:00,0507-1357-1327,https://www.instagram.com/bestpretzel_wolsung/,"""nan""",공사중,"{'디저트가 맛있어요': '70', '친절해요': '47', '매장이 청결해요': '41', '가성비가 좋아요': '34', '음료가 맛있어요': '29', '커피가 맛있어요': '24', '특별한 메뉴가 있어요': '24', '인테리어가 멋져요': '17', '대화하기 좋아요': '8', '좌석이 편해요': '6', '사진이 잘 나와요': '4', '뷰가 좋아요': '4'}"
556,556,월성2동 팔공티 대구월성점,팔공티 대구월성점,4.62,202,초기값,대구 달서구 월성로 14,NO INFO,053-635-1985,http://www.palgongtea.co.kr/,"""차 한잔 생각날 땐, 팔공티
오늘 하루 수고한 그대에게
가슴이 따뜻해지는 차 한잔을 선물합니다.

팔공티는 고품질의 차(茶)를 합리적인 가격에 제공하며,
남녀노소 모두에게 사랑받는 티(TEA) 전문 카페 프랜차이즈입니다.""",공사중,"{'가성비가 좋아요': '51', '음료가 맛있어요': '49', '친절해요': '40', '차가 맛있어요': '20', '주차하기 편해요': '7', '디저트가 맛있어요': '6', '매장이 청결해요': '5', '특별한 메뉴가 있어요': '4', '인테리어가 멋져요': '1', '사진이 잘 나와요': '1', '집중하기 좋아요': '1', '대화하기 좋아요': '1', '뷰가 좋아요': '1'}"
557,557,월성1동 카페굄,"카페,굄",초기값,44,11,대구 달서구 월암로4길 16 신월성음식백화점 1층,"10:00 - 20:00
19:45 라스트오더",0507-1342-5635,http://pf.kakao.com/_rlqmxj,"""뽑기기계가 있는 디저트 카페입니다
행운을 뽑아가세요<( ' ^')/*
_
굄은 케어키즈존/케어펫존 입니다!
_
휘낭시에와 마들렌은 엘르앤비르 고메버터를 사용하여 매일 아침 직접 제조합니다!
_
구움과자는 택배/퀵 모두 가능합니다
인스타dm 또는 카카오채널에 카페굄을 검색해 문의주세요!""",공사중,"{'디저트가 맛있어요': '35', '커피가 맛있어요': '28', '친절해요': '28', '인테리어가 멋져요': '16', '아늑해요': '15', '음료가 맛있어요': '13', '매장이 청결해요': '13', '특별한 메뉴가 있어요': '9', '컨셉이 독특해요': '8', '종류가 다양해요': '6', '주차하기 편해요': '4', '대화하기 좋아요': '4', '좌석이 편해요': '2', '아이와 가기 좋아요': '1'}"
